Count,City,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed
501,iranshahr,27.21,60.69,58.89,52,0,2.24
502,comodoro rivadavia,-45.87,-67.48,60.8,74,0,14.99
503,bulaevo,54.91,70.44,46.92,92,92,17.0
504,el alto,-16.5,-68.19,44.6,75,75,6.93
505,midleton,51.91,-8.17,55.4,87,75,14.99
506,moroni,39.52,-111.59,39.0,96,92,3.02
507,morant bay,17.88,-76.41,82.4,78,40,11.41
508,watsa,3.04,29.53,64.88,98,36,2.8
509,tempio pausania,40.9,9.1,64.4,88,20,8.05
510,miloslavskoye,53.58,39.44,49.22,62,0,17.34
511,biltine,14.53,20.93,71.09,37,0,5.7
512,mahon,51.89,-8.4,55.4,87,75,14.99
513,matara,-13.74,-72.9,47.37,80,92,1.9
514,buala,-8.15,159.59,83.55,89,80,8.39
515,sinjai,-5.12,120.25,79.01,81,0,3.69
516,santa fe,-31.62,-60.7,71.36,48,24,10.29
517,kampli,15.41,76.6,71.04,82,0,3.58
518,shingu,33.72,135.99,73.88,100,56,6.04
519,hervey bay,-25.3,152.85,73.92,85,8,2.46
520,faya,18.39,42.45,64.4,23,0,5.48
521,mudon,16.26,97.73,74.1,100,88,2.35
522,pakxan,18.39,103.66,69.65,91,8,2.35
523,fare,-16.7,-151.02,77.79,100,80,11.07
524,baykit,61.68,96.39,30.9,85,0,4.92
525,jalu,29.03,21.55,70.82,71,44,7.72
526,golden,51.3,-116.96,48.2,66,75,2.24
527,kodinsk,58.6,99.18,30.14,88,0,4.25
528,yaroslavskaya,44.61,40.46,35.49,68,0,2.68
529,sotnikovo,51.88,107.48,28.4,86,0,4.47
530,wattegama,7.35,80.68,68.79,97,88,3.13
